"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"3103237",-122.301383158,37.8793754578,2007,"0103","0","2","3","10",0,3,"A","Y",,,,,2100,3,"G","B","B","GILMAN ST","6TH ST",0,,"Y","2007-08-07",103,"2007-03-13",1915,"12","20","5","6","0","0",,"0","017","-","N",,0,0,,,0,,,,"N",4,"A","-",21950,"A","N","A","H","-","B","A","0","Y","A","01",0,1,2,0,3,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103239",-122.270623152,37.8699836731,2007,"0103","0","4","4","09",0,1,"A",,,,,,1500,3,"C","D","A","MILVIA ST","CENTER ST",0,,"Y","2007-07-31",103,"2007-03-22",1330,"8","29","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103245",-122.267247991,37.855194686,2007,"0103","0","3","3","12",0,1,"A",,,,,,300,3,"A","C","A","SHATTUCK AV","RT 13",0,,"Y","2007-08-14",103,"2007-03-14",217,"54","39","5","6","0","0",,"0","010","-","Y","ALA",4,13,"-","-",12.058,"I","5","S","Y",2,"A","-",21457,"A","N","A","H","-","C","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103247",-122.266423152,37.8741455078,2007,"0103","0","4","4","09",0,1,"A",,,,,,2400,3,"D","C","A","OXFORD ST","HEARST AV",0,,"Y","2007-07-31",103,"2007-03-22",2300,"123","26","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103249",-122.290882902,37.851099105,2007,"0103","0","3","3","03",0,1,"A",,,,"Y",,900,3,"C","C","A","RT 13","7TH ST",100,"W","N","2007-08-14",103,"2007-03-14",645,"61","20","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.46,"H","-","S","Y",3,"A","-",22350,,"N","A","H","-","B","A","0","Y","A",,0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103251",-122.245453147,37.8598060608,2007,"0103","0","5","3","11",0,1,"A","Y",,,,,1500,3,"G","B","B","CLAREMONT BL","AVALON AV",0,,"Y","2007-07-31",103,"2007-03-23",1259,"126","37","5","6","0","0",,"0","008","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"B","N","A","H","-","A","A","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103253",-122.294193156,37.8714637756,2007,"0103","0","3","3","11",0,1,"A","Y",,,,,900,3,"G","B","B","DELAWARE ST","10TH ST",0,,"Y","2007-07-30",103,"2007-03-14",703,"112","21","5","6","0","0",,"0","016","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"B","N","A","H","-","B","A","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103254",0,0,2007,"0103","0","1","4","08",0,1,"B",,,,,,1800,3,"B","C","A","HOPKINS ST","STANNAVE ST",93,"E","N","2007-07-31",103,"2007-03-19",1605,"128","19","5","6","0","0",,"0","017","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103259",-122.27157315,37.8486938477,2007,"0103","0","5","4","08",0,1,"A",,,,,,2100,3,"D","A","A","ALCATRAZ AV","ADELINE AV",0,,"Y","2007-07-31",103,"2007-03-23",2046,"118","39","5","6","0","0",,"0","010","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103265",-122.289593155,37.8694839478,2007,"0103","0","3","4","09",0,1,"A",,,,,,1500,3,"D","C","A","UNIVERSITY AV","CURTIS ST",0,,"Y","2007-07-30",103,"2007-03-14",1403,"131","C22","5","6","0","0",,"0","B14","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103266",-122.273553153,37.8760032654,2007,"0103","0","2","4","03",0,1,"A",,,,,,1800,3,"C","C","A","MARTIN LUTHER KING JR WY","VIRGINIA ST",0,,"Y","2007-08-02",103,"2007-03-20",1659,"159","24","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103273",-122.253913149,37.8657264709,2007,"0103","0","2","4","08",0,1,"A",,,,,,1800,3,"B","C","A","DWIGHT WY","COLLEGE AV",0,,"Y","2007-09-29",103,"2007-03-13",1600,"23","27","5","6","0","0",,"0","007","-","N",,0,0,,,0,,,,"N",2,"A","-",22100,"A","N","A","H","-","A","A","0","Y","D",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103277",-122.266510294,37.8750534058,2007,"0103","0","4","4","21",0,1,"A",,"Y",,,,2400,3,"D","G","A","OXFORD AV","HEARST AV",384,"N","N","2007-07-30",103,"2007-03-15",2207,"4","17","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22106,,"N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103762",-122.266093152,37.8714561462,2007,"0103","0","5","2","10",0,1,"C","Y",,,,,2400,1,"G","B","B","OXFORD ST","ADDISON ST",0,,"Y","2007-05-22",103,"2007-01-26",2222,"126",,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","B","H","-","C","A","0","Y","I",,1,0,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103763",-122.295777572,37.880400989,2007,"0103","0","1","4","03",0,1,"A",,,,,,2100,2,"C","C","A","RT 123","GILMAN ST",56,"S","N","2007-07-05",103,"2007-02-05",1938,"64","20","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",3.97,"H","-","N","Y",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103764",-122.270760178,37.8715629578,2007,"0103","0","5","4","21",0,1,"C",,"Y",,,,1200,2,"H","G","A","MILVIA ST","UNIVERSITY AV",129,"N","N","2007-06-27",103,"2007-02-09",1112,"53","29","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22106,,"N","B","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103766",-122.272442579,37.8665847778,2007,"0103","0","6","2","17",0,1,"B",,"Y",,,,1800,1,"H","G","A","M L KING JR WY","BANCROFT WY",150,"S","N","2007-05-21",103,"2007-01-27",1504,"152","30","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",22517,,"F","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103771",-122.270325115,37.8690910339,2007,"0103","0","2","4","21",0,1,"A",,,,,,1800,2,"A","C","A","ALLSTON WY","MILVIA ST",46,"E","-","2007-06-28",103,"2007-02-06",1559,"90","29","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",22106,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103774",-122.300308205,37.8760375977,2007,"0103","0","4","4","00",0,1,"A","Y",,,,,1200,2,"C","B","E","6TH ST","PAGE",150,"S","N","2007-07-24",103,"2007-02-01",916,"9","20","5","6","0","0",,"0","017","-","N",,0,0,,,0,,,,"N",2,"D","-",0,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103778",-122.300823158,37.8776054382,2007,"0103","0","4","4","09",0,1,"B",,,,,,1200,2,"D","C","A","6TH ST","CAMELIA ST",0,,"Y","2007-07-24",103,"2007-02-01",1126,"121","20","5","6","0","0",,"0","017","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103788",-122.286320815,37.850821943,2007,"0103","0","6","4","10",0,1,"C","Y",,,,,2400,2,"G","B","B","SAN PABLO AV","HASKELL ST",0,,"Y","2007-07-05",103,"2007-02-10",2305,"111","40","5","6","0","0",,"0","013","-","Y","ALA",4,123,"-","-",1.82,"H","-","N","N",2,"A","-",21950,"A","F","B","H","-","C","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103790",-122.268083152,37.8703346252,2007,"0103","0","4","4","09",0,1,"A",,"Y",,,,2400,2,"D","G","A","CENTER ST","SHATTUCK AV",0,,"Y","2007-06-27",103,"2007-02-01",2305,"90","29","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103791",-122.295583156,37.8684654236,2007,"0103","0","3","4","03",0,1,"C",,,,,,1200,2,"C","C","A","UNIVERSITY AV","8TH ST",0,,"Y","2007-06-27",103,"2007-02-07",1005,"61","21","5","6","0","0",,"0","016","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","B","H","-","A","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103794",-122.273098734,37.8722610474,2007,"0103","0","5","4","01",0,1,"A","Y",,,,,1200,2,"G","B","E","MARTIN LUTHER KING JR WY","BERKELEY WY",75,"S","N","2007-06-27",103,"2007-02-02",1018,"128","24","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",23153,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103795",-122.271560037,37.8487281799,2007,"0103","0","3","4","03",0,1,"C",,,,,,1500,2,"C","C","A","ADELINE ST","ALCATRAZ AV",13,"N","N","2007-06-27",103,"2007-02-07",1326,"143","39","5","6","0","0",,"0","010","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","B","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103796",-122.295435371,37.878861027,2007,"0103","0","7","4","03",0,1,"A",,,,,,1800,2,"C","C","A","RT 123","CAMELIA ST",30,"N","N","2007-07-05",103,"2007-02-11",1521,"121","20","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",3.86,"H","-","S","Y",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103799",-122.24488083,37.858047748,2007,"0103","0","3","4","03",0,1,"B",,,,,,1500,2,"B","C","A","RT 13","CLAREMONT AV",26,"E","N","2007-07-10",103,"2007-02-07",1448,"92","8","5","6","0","0",,"0","038","-","Y","ALA",4,13,"-","-",10.78,"H","-","S","N",3,"A","-",22350,,"N","B","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103802",-122.252690263,37.857060532,2007,"0103","0","6","4","09",0,1,"A",,,,,,300,2,"A","C","A","RT 123","COLLEGE AV",0,,"Y","2007-07-09",103,"2007-02-03",109,"147","38","5","6","0","0",,"0","008","-","Y","ALA",4,13,"-","-",11.23,"I","5","S","Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103806",-122.291659628,37.850779808,2007,"0103","0","6","4","08",0,2,"A",,,,,,1500,2,"D","C","A","RT 13","7TH ST",500,,"N","2007-07-10",103,"2007-02-03",1325,"70","20","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.53,"H","-","S","Y",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","-",,0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103810",-122.266703153,37.8768768311,2007,"0103","0","6","3","-",0,1,"A",,"Y",,,,1800,2,"A","I","A","VIRGINIA ST","OXFORD ST",0,,"Y","2007-06-27",103,"2007-02-03",1629,"118","29","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",1,"A","-",0,,"N","A","H","-","A","A","0","Y","L",,0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103812",-122.259027168,37.8678398132,2007,"0103","0","1","4","00",0,2,"A",,,,,,1200,2,"C","C","A","TELEGRAPH AV","DURANT AV",10,"S","N","2007-06-27",103,"2007-02-12",1115,"9","28","5","6","0","0",,"0","007","-","N",,0,0,,,0,,,,"N",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103815",-122.281839791,37.8675498962,2007,"0103","0","4","4","03",0,1,"B",,,,,,1200,2,"C","C","A","SACRAMENTO ST","ALLSTON WY",60,"N","N","2007-06-27",103,"2007-02-08",1133,"152","31","5","6","0","0",,"0","014","C","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"F","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103824",-122.259705449,37.8562,2007,"0103","0","1","2","10",0,1,"B","Y",,,,,2100,2,"G","B","B","TELEGRAPH AV","ASHBY AV",8,"S","N","2007-07-09",103,"2007-02-12",1827,"115","39","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",11.61,"I","6","S","N",2,"A","-",21950,"A","N","B","H","-","C","A","0","Y","A",,1,0,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103830",-122.259049217,37.867931366,2007,"0103","0","7","3","-",0,1,"A",,,"Y",,,2100,2,"B","C","A","TELEGRAPH AV","DURANT AV",25,"N","N","2007-06-27",103,"2007-02-04",2000,"31","28","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"N","A","H","-","C","A","0","Y","C",,0,1,0,0,0,0,0,0,1,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103831",-122.269947879,37.8814353943,2007,"0103","0","4","3","-",0,1,"B","Y",,,,,2100,2,"G","B","C","SHATTUCK PL","ROSE ST",231,"S","N","2007-06-27",103,"2007-02-08",2054,"27","17","5","6","0","0",,"0","001","C","N",,0,0,,,0,,,,"N",2,"A","-",0,,"N","B","H","-","C","D","0","Y","A",,0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103832",-122.278583153,37.8616333008,2007,"0103","0","2","3","12",0,1,"A",,"Y",,,,2400,2,"D","G","A","BLAKE ST","CALIFORNIA ST",0,,"Y","2007-06-26",103,"2007-02-13",2110,"77","34","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",22450,"A","F","A","H","-","C","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103835",-122.25695315,37.8690032959,2007,"0103","0","4","3","10",0,1,"C","Y",,,,,2400,2,"G","B","B","BOWDITCH ST","BANCROFT WY",0,,"Y","2007-06-27",103,"2007-02-08",2159,"93","28","5","6","0","0",,"0","007","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","B","H","-","C","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103840",-122.25458315,37.8693237305,2007,"0103","0","3","3","10",0,1,"A","Y",,,,,2400,2,"G","B","B","COLLEGE AV","BANCROFT WY",0,,"Y","2007-06-27",103,"2007-02-14",2115,"93","28","5","6","0","0",,"0","007","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103842",-122.291953154,37.8534851074,2007,"0103","0","4","3","09",0,1,"A",,"Y",,,,1500,2,"A","G","A","7TH ST","HEINZ ST",0,,"Y","2007-06-26",103,"2007-02-22",1305,"6","20","5","6","0","0",,"0","015","B","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","-",,0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103844",-122.286812259,37.852119098,2007,"0103","0","3","4","04",0,1,"A",,,,,,1200,3,"C","C","A","RT 13","SAN PABLO AV",100,"W","N","2007-07-31",103,"2007-03-07",1045,"112","20","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.19,"H","-","N","N",4,"A","-",21703,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103847",-122.297323156,37.8667068481,2007,"0103","0","3","4","03",0,1,"A","Y",,,,,2100,2,"G","B","B","6TH ST","ADDISON ST",0,,"Y","2007-06-26",103,"2007-02-28",1842,"16","32","5","6","0","0",,"0","016","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103848",-122.288803154,37.8611946106,2007,"0103","0","3","4","18",0,1,"A",,,"Y",,,1500,3,"A","C","A","DWIGHT WY","BYRON ST",0,,"Y","2007-07-24",103,"2007-03-07",1449,"6","31","5","6","0","0",,"0","014","-","N",,0,0,,,0,,,,"Y",4,"C","-",0,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103849",-122.288149484,37.8809776306,2007,"0103","0","6","4","05",0,1,"A",,,,,"Y",2100,2,"A","C","A","GILMAN ST","PERALTA AV",111,"W","N","2007-06-27",103,"2007-02-17",1905,"118","19","5","6","0","0",,"0","018","-","N",,0,0,,,0,,,,"Y",2,"A","-",21651,"A","M","A","H","-","C","D","0","Y","D",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103850",-122.302637454,37.8685646057,2007,"0103","0","4","2","03",0,1,"B",,"Y",,,"Y",1800,2,"H","I","A","2ND ST","HEARST AV",60,"N","N","2007-06-26",103,"2007-02-22",1650,"126","20","5","6","0","0",,"0","016","-","N",,0,0,,,0,,,,"N",1,"A","-",22350,,"N","A","H","-","A","A","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103851",-122.251902473,37.857289956,2007,"0103","0","3","3","10",0,1,"A","Y",,,,,2100,2,"G","B","C","COLLEGE AV","RT 13",219,"N","N","2007-07-05",103,"2007-02-28",2051,"43","37","5","6","0","0",,"0","008","-","Y","ALA",4,13,"-","-",11.23,"I","6","N","N",2,"A","-",21950,"A","N","A","H","-","D","D","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103853",-122.267247991,37.855194686,2007,"0103","0","6","4","09",0,1,"A",,,,,,2100,2,"A","C","A","RT 13","SHATTUCK AV",0,,"Y","2007-07-09",103,"2007-02-17",1938,"140","35","5","6","0","0",,"0","010","-","Y","ALA",4,13,"-","-",12.058,"I","5","S","Y",2,"A","-",21801,"A","N","B","H","-","C","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103856",-122.242151173,37.857517682,2007,"0103","0","3","4","06",0,1,"B",,,,,,1800,3,"B","C","A","RT 13","DOMINGO AV",45,"E","N","2007-07-31",103,"2007-03-07",1753,"24","37","5","6","0","0",,"0","008","-","Y","ALA",4,13,"-","-",10.68,"H","-","N","N",2,"A","-",21750,,"N","A","H","-","B","-","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103858",-122.284753155,37.8727645874,2007,"0103","0","5","4","09",0,1,"B",,"Y",,,,1800,2,"D","G","A","DELAWARE ST","ACTON ST",0,,"Y","2007-06-26",103,"2007-02-23",1517,"6","22","5","6","0","0",,"0","018","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103859",-122.279513152,37.8548851013,2007,"0103","0","4","4","08",0,1,"A",,,,,,600,3,"A","I","A","SACRAMENTO ST","RUSSELL ST",0,,"Y","2007-07-24",103,"2007-03-01",507,"111","37","5","6","0","0",,"0","013","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103861",-122.252751894,37.857056423,2007,"0103","0","7","3","11",0,1,"A","Y",,,,,1800,2,"G","B","D","RT 13","BENVENUE AV",84,"E","N","2007-07-09",103,"2007-02-18",1636,"154","36","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",11.28,"H","-","N","N",2,"A","-",21950,"B","N","A","H","-","A","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103863",-122.26842201,37.8722190857,2007,"0103","0","4","4","11",0,1,"A","Y",,,,"Y",2400,3,"G","B","B","UNIVERSITY AV","SHATTUCK AV",12,"N","-","2007-07-24",103,"2007-03-01",2133,"90","29","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21456,"B","N","A","H","-","C","A","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103870",-122.271634863,37.854231684,2007,"0103","0","7","4","08",0,1,"A",,,,,,1200,2,"A","C","A","M L KING JR WY","RT 13",0,,"Y","2007-07-09",103,"2007-02-25",903,"35","34","5","6","0","0",,"0","012","-","Y","ALA",4,13,"-","-",12.32,"I","5","S","Y",2,"A","-",22107,,"N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103871",-122.259373149,37.8586044312,2007,"0103","0","5","2","09",0,1,"A",,"Y",,,,900,3,"D","G","A","TELEGRAPH AV","OREGON ST",0,,"Y","2007-07-24",103,"2007-03-02",703,"115","36","5","6","0","0",,"0","009","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103874",-122.271634863,37.854231684,2007,"0103","0","7","4","09",0,1,"B",,,,,,1200,2,"B","C","A","MARTIN LUTHER KING JR WY","RT 13",0,,"Y","2007-07-05",103,"2007-02-25",936,"115","35","5","6","0","0",,"0","010","-","Y","ALA",4,13,"-","-",12.32,"I","5","S","Y",2,"A","-",21801,"A","N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103875",-122.259954871,37.8543663025,2007,"0103","0","5","4","03",0,1,"A",,,,,,1200,3,"C","C","A","TELEGRAPH AV","DOWLING ST",29,"S","N","2007-07-24",103,"2007-03-02",1008,"6","39","5","6","0","0",,"0","009","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103880",-122.258303151,37.8752937317,2007,"0103","0","5","4","03",0,1,"A",,,,,,1200,3,"C","C","A","HEARST AV","LE ROY AV",0,,"Y","2007-07-31",103,"2007-03-09",1150,"112","25","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103881",0,0,2007,"0103","0","2","2","01",0,2,"A",,,,,"Y",300,2,"E","I","A","RT 13","HILLER DR",1109,"W","N","2007-07-13",103,"2007-02-20",16,"87","38","5","6","0","0",,"0","008","-","N",,0,0,,,0,,,,"Y",1,"A","-",23153,,"N","A","H","-","C","D","0","Y","A",,1,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103885",-122.290779329,37.8738365173,2007,"0103","0","2","4","08",0,2,"B",,,,,,1200,2,"C","C","A","VIRGINIA ST","CORNELL ST",48,"E","N","2007-06-27",103,"2007-02-20",943,"83","22","5","6","0","0",,"0","018","-","N",,0,0,,,0,,,,"Y",3,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103887",-122.290548083,37.851233033,2007,"0103","0","7","4","09",0,1,"A",,,,,"Y",2500,3,"B","C","A","RT 13","7TH ST",53,"E","N","2007-07-31",103,"2007-03-04",2500,"137","20","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.43,"H","-","S","N",2,"A","-",21804,"A","F","A","H","-","C","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3103890",-122.282308864,37.8721847534,2007,"0103","0","1","4","08",0,1,"C",,,,,,1800,2,"C","E","A","SACRAMENTO ST","HEARST AV",22,"N","N","2007-06-26",103,"2007-02-26",1601,"57","22","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",5,"A","-",22107,,"N","B","H","-","A","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
