district,sch_code,county,pub_priv,school,enrollment,complete,start_year
LOS ANGELES UNIFIED,6016968,LOS ANGELES,PUBLIC,EUCLID AVENUE ELEMENTARY,154,145,2015
LOS ANGELES UNIFIED,0129858,LOS ANGELES,PUBLIC,EVEREST VALUE,22,22,2015
LOS ANGELES UNIFIED,6016976,LOS ANGELES,PUBLIC,EVERGREEN AVENUE ELEMENTARY,132,129,2015
LOS ANGELES UNIFIED,0124198,LOS ANGELES,PUBLIC,EXTERA PUBLIC,50,44,2015
LOS ANGELES UNIFIED,0128132,LOS ANGELES,PUBLIC,EXTERA PUBLIC SCHOOL NO. 2,103,100,2015
LOS ANGELES UNIFIED,6016984,LOS ANGELES,PUBLIC,FAIR AVENUE ELEMENTARY,160,155,2015
LOS ANGELES UNIFIED,6016992,LOS ANGELES,PUBLIC,FAIRBURN AVENUE ELEMENTARY,72,44,2015
LOS ANGELES UNIFIED,6017008,LOS ANGELES,PUBLIC,FARMDALE ELEMENTARY,74,69,2015
LOS ANGELES UNIFIED,0115048,LOS ANGELES,PUBLIC,FENTON PRIMARY CENTER,276,272,2015
LOS ANGELES UNIFIED,6017024,LOS ANGELES,PUBLIC,FERNANGELES ELEMENTARY,124,124,2015
LOS ANGELES UNIFIED,6017032,LOS ANGELES,PUBLIC,FIFTEENTH STREET ELEMENTARY,105,94,2015
LOS ANGELES UNIFIED,6017040,LOS ANGELES,PUBLIC,FIFTY-FOURTH STREET ELEMENTARY,64,54,2015
LOS ANGELES UNIFIED,6017057,LOS ANGELES,PUBLIC,FIFTY-NINTH STREET ELEMENTARY,71,63,2015
LOS ANGELES UNIFIED,6017065,LOS ANGELES,PUBLIC,FIFTY-SECOND STREET ELEMENTARY,157,75,2015
LOS ANGELES UNIFIED,6017099,LOS ANGELES,PUBLIC,FIRST STREET ELEMENTARY,118,117,2015
LOS ANGELES UNIFIED,6089700,LOS ANGELES,PUBLIC,FISHBURN AVENUE ELEMENTARY,102,97,2015
LOS ANGELES UNIFIED,6017115,LOS ANGELES,PUBLIC,FLETCHER DRIVE ELEMENTARY,49,34,2015
LOS ANGELES UNIFIED,6017123,LOS ANGELES,PUBLIC,FLORENCE AVENUE ELEMENTARY,131,101,2015
LOS ANGELES UNIFIED,6018527,LOS ANGELES,PUBLIC,FLORENCE GRIFFITH JOYNER ELEMENTARY,127,126,2015
LOS ANGELES UNIFIED,6017131,LOS ANGELES,PUBLIC,FORD BOULEVARD ELEMENTARY,201,190,2015
LOS ANGELES UNIFIED,6017149,LOS ANGELES,PUBLIC,FORTY-NINTH STREET ELEMENTARY,139,139,2015
LOS ANGELES UNIFIED,6017156,LOS ANGELES,PUBLIC,FORTY-SECOND STREET ELEMENTARY,38,29,2015
LOS ANGELES UNIFIED,6061451,LOS ANGELES,PUBLIC,FOSHAY LEARNING CENTER,24,24,2015
LOS ANGELES UNIFIED,6017164,LOS ANGELES,PUBLIC,FOURTH STREET ELEMENTARY,,,2015
LOS ANGELES UNIFIED,6060487,LOS ANGELES,PUBLIC,FRANCES BLEND SPECIAL EDUCATION CENTER,,,2015
LOS ANGELES UNIFIED,0111971,LOS ANGELES,PUBLIC,FRANK DEL OLMO ELEMENTARY,153,153,2015
LOS ANGELES UNIFIED,6017172,LOS ANGELES,PUBLIC,FRANKLIN AVENUE ELEMENTARY,89,53,2015
LOS ANGELES UNIFIED,6018865,LOS ANGELES,PUBLIC,FRED E. LULL SPECIAL EDUCATION CENTER,,,2015
LOS ANGELES UNIFIED,0117952,LOS ANGELES,PUBLIC,FREDERICK DOUGLASS ACADEMY ELEMENTARY,,,2015
LOS ANGELES UNIFIED,6017180,LOS ANGELES,PUBLIC,FRIES AVENUE ELEMENTARY,111,108,2015
LOS ANGELES UNIFIED,6017198,LOS ANGELES,PUBLIC,FULLBRIGHT AVENUE ELEMENTARY,96,93,2015
LOS ANGELES UNIFIED,0108886,LOS ANGELES,PUBLIC,GABRIELLA CHARTER,44,41,2015
LOS ANGELES UNIFIED,6017206,LOS ANGELES,PUBLIC,GARDEN GROVE ELEMENTARY,68,68,2015
LOS ANGELES UNIFIED,6017214,LOS ANGELES,PUBLIC,GARDENA ELEMENTARY,127,113,2015
LOS ANGELES UNIFIED,6017222,LOS ANGELES,PUBLIC,GARDNER STREET ELEMENTARY,71,37,2015
LOS ANGELES UNIFIED,0112334,LOS ANGELES,PUBLIC,GARR ACADEMY OF MATH AND ENTREPRENEURIAL STUDIES,39,21,2015
LOS ANGELES UNIFIED,6017230,LOS ANGELES,PUBLIC,GARVANZA ELEMENTARY,65,23,2015
LOS ANGELES UNIFIED,0109223,LOS ANGELES,PUBLIC,GARZA -CARMEN LOMAS- PRIMARY CENTER,42,36,2015
LOS ANGELES UNIFIED,6017248,LOS ANGELES,PUBLIC,GATES STREET ELEMENTARY,162,138,2015
LOS ANGELES UNIFIED,6017255,LOS ANGELES,PUBLIC,GAULT STREET ELEMENTARY,80,75,2015
LOS ANGELES UNIFIED,0111955,LOS ANGELES,PUBLIC,GEORGE DE LA TORRE JR. ELEMENTARY,144,110,2015
LOS ANGELES UNIFIED,0126425,LOS ANGELES,PUBLIC,"GERALD A. LAWSON ACADEMY OF THE ARTS, MATHEMATICS AND SCIENCE",114,58,2015
LOS ANGELES UNIFIED,6017263,LOS ANGELES,PUBLIC,GERMAIN ACADEMY FOR ACADEMIC ACHIEVEMENT,97,95,2015
LOS ANGELES UNIFIED,6017271,LOS ANGELES,PUBLIC,GLASSELL PARK ELEMENTARY,75,67,2015
LOS ANGELES UNIFIED,6017289,LOS ANGELES,PUBLIC,GLEDHILL STREET ELEMENTARY,60,53,2015
LOS ANGELES UNIFIED,6017297,LOS ANGELES,PUBLIC,GLEN ALTA ELEMENTARY,26,26,2015
LOS ANGELES UNIFIED,6017305,LOS ANGELES,PUBLIC,GLENFELIZ BOULEVARD ELEMENTARY,66,62,2015
LOS ANGELES UNIFIED,6017313,LOS ANGELES,PUBLIC,GLENWOOD ELEMENTARY,64,63,2015
LOS ANGELES UNIFIED,0114967,LOS ANGELES,PUBLIC,GLOBAL EDUCATION ACADEMY,40,40,2015
LOS ANGELES UNIFIED,0129833,LOS ANGELES,PUBLIC,GLOBAL EDUCATION ACADEMY 2,17,17,2015
LOS ANGELES UNIFIED,0117978,LOS ANGELES,PUBLIC,GOETHE INTERNATIONAL CHARTER,58,34,2015
LOS ANGELES UNIFIED,6017321,LOS ANGELES,PUBLIC,GRAHAM ELEMENTARY,160,160,2015
LOS ANGELES UNIFIED,6017339,LOS ANGELES,PUBLIC,GRANADA COMMUNITY CHARTER,105,95,2015
LOS ANGELES UNIFIED,6017347,LOS ANGELES,PUBLIC,GRAND VIEW BOULEVARD ELEMENTARY,175,165,2015
LOS ANGELES UNIFIED,6017354,LOS ANGELES,PUBLIC,GRANT ELEMENTARY,81,62,2015
LOS ANGELES UNIFIED,6017362,LOS ANGELES,PUBLIC,GRAPE STREET ELEMENTARY,94,30,2015
LOS ANGELES UNIFIED,6113419,LOS ANGELES,PUBLIC,GRATTS LEARNING ACADEMY FOR YOUNG SCHOLARS -GLAYS-,,,2015
LOS ANGELES UNIFIED,6017388,LOS ANGELES,PUBLIC,GRIDLEY STREET ELEMENTARY,130,108,2015
LOS ANGELES UNIFIED,6017396,LOS ANGELES,PUBLIC,GRIFFIN AVENUE ELEMENTARY,103,67,2015
LOS ANGELES UNIFIED,6017404,LOS ANGELES,PUBLIC,GULF AVENUE ELEMENTARY,175,174,2015
LOS ANGELES UNIFIED,6017412,LOS ANGELES,PUBLIC,HADDON AVENUE ELEMENTARY,133,131,2015
LOS ANGELES UNIFIED,6017420,LOS ANGELES,PUBLIC,HALLDALE ELEMENTARY,95,80,2015
LOS ANGELES UNIFIED,6017438,LOS ANGELES,PUBLIC,HAMLIN CHARTER ACADEMY,70,70,2015
LOS ANGELES UNIFIED,6017453,LOS ANGELES,PUBLIC,HANCOCK PARK ELEMENTARY,141,137,2015
LOS ANGELES UNIFIED,6017461,LOS ANGELES,PUBLIC,HARBOR CITY ELEMENTARY,111,111,2015
LOS ANGELES UNIFIED,6017479,LOS ANGELES,PUBLIC,HARDING STREET ELEMENTARY,79,79,2015
LOS ANGELES UNIFIED,0106955,LOS ANGELES,PUBLIC,HARMONY ELEMENTARY,136,81,2015
LOS ANGELES UNIFIED,6017487,LOS ANGELES,PUBLIC,HARRISON STREET ELEMENTARY,86,82,2015
LOS ANGELES UNIFIED,0126581,LOS ANGELES,PUBLIC,HARRY BRIDGES SPAN,151,27,2015
LOS ANGELES UNIFIED,6017495,LOS ANGELES,PUBLIC,HART STREET ELEMENTARY,152,147,2015
LOS ANGELES UNIFIED,0109314,LOS ANGELES,PUBLIC,HARVARD ELEMENTARY,94,38,2015
LOS ANGELES UNIFIED,6017503,LOS ANGELES,PUBLIC,HASKELL ELEMENTARY,81,78,2015
LOS ANGELES UNIFIED,6017511,LOS ANGELES,PUBLIC,HAWAIIAN AVENUE ELEMENTARY,139,133,2015
LOS ANGELES UNIFIED,6017529,LOS ANGELES,PUBLIC,HAYNES CHARTER FOR ENRICHED STUDIES,,,2015
LOS ANGELES UNIFIED,6017537,LOS ANGELES,PUBLIC,HAZELTINE AVENUE ELEMENTARY,115,110,2015
LOS ANGELES UNIFIED,6017545,LOS ANGELES,PUBLIC,HELIOTROPE AVENUE ELEMENTARY,114,111,2015
LOS ANGELES UNIFIED,6017552,LOS ANGELES,PUBLIC,HERRICK AVENUE ELEMENTARY,104,103,2015
LOS ANGELES UNIFIED,0112060,LOS ANGELES,PUBLIC,HESBY OAKS LEADERSHIP CHARTER,49,44,2015
LOS ANGELES UNIFIED,6017586,LOS ANGELES,PUBLIC,HILLCREST DRIVE ELEMENTARY,129,49,2015
LOS ANGELES UNIFIED,6017081,LOS ANGELES,PUBLIC,HILLERY T. BROADOUS ELEMENTARY,84,84,2015
LOS ANGELES UNIFIED,6017594,LOS ANGELES,PUBLIC,HILLSIDE ELEMENTARY,41,40,2015
LOS ANGELES UNIFIED,6017602,LOS ANGELES,PUBLIC,HOBART BOULEVARD ELEMENTARY,116,113,2015
LOS ANGELES UNIFIED,0109298,LOS ANGELES,PUBLIC,HOLLYWOOD PRIMARY CENTER,43,43,2015
LOS ANGELES UNIFIED,6017610,LOS ANGELES,PUBLIC,HOLMES AVENUE ELEMENTARY,62,54,2015
LOS ANGELES UNIFIED,0109249,LOS ANGELES,PUBLIC,HOOPER AVENUE PRIMARY CENTER,269,262,2015
LOS ANGELES UNIFIED,6017636,LOS ANGELES,PUBLIC,HOOVER STREET ELEMENTARY,162,158,2015
LOS ANGELES UNIFIED,0109421,LOS ANGELES,PUBLIC,HOPE STREET ELEMENTARY,131,106,2015
LOS ANGELES UNIFIED,6017644,LOS ANGELES,PUBLIC,HUBBARD STREET ELEMENTARY,145,144,2015
LOS ANGELES UNIFIED,6017651,LOS ANGELES,PUBLIC,HUMPHREYS AVENUE ELEMENTARY,103,61,2015
LOS ANGELES UNIFIED,6017669,LOS ANGELES,PUBLIC,HUNTINGTON DRIVE ELEMENTARY,62,16,2015
LOS ANGELES UNIFIED,0111997,LOS ANGELES,PUBLIC,HUNTINGTON PARK ELEMENTARY,92,56,2015
LOS ANGELES UNIFIED,0117937,LOS ANGELES,PUBLIC,ICEF VISTA ELEMENTARY ACADEMY,73,73,2015
LOS ANGELES UNIFIED,6114722,LOS ANGELES,PUBLIC,INDEPENDENCE ELEMENTARY,135,119,2015
LOS ANGELES UNIFIED,6017685,LOS ANGELES,PUBLIC,IVANHOE ELEMENTARY,62,49,2015
LOS ANGELES UNIFIED,0106351,LOS ANGELES,PUBLIC,IVY ACADEMIA,69,48,2015
LOS ANGELES UNIFIED,0122168,LOS ANGELES,PUBLIC,JAIME ESCALANTE ELEMENTARY,114,113,2015
LOS ANGELES UNIFIED,6018196,LOS ANGELES,PUBLIC,JOHN B. MONLUX ELEMENTARY,117,111,2015
LOS ANGELES UNIFIED,0109355,LOS ANGELES,PUBLIC,JOHN W. MACK ELEMENTARY,98,50,2015
LOS ANGELES UNIFIED,0122176,LOS ANGELES,PUBLIC,JUDITH F. BACA ARTS ACADEMY,126,120,2015
LOS ANGELES UNIFIED,0122192,LOS ANGELES,PUBLIC,JULIE KORENSTEIN ELEMENTARY,101,101,2015
LOS ANGELES UNIFIED,6017693,LOS ANGELES,PUBLIC,JUSTICE STREET ACADEMY CHARTER,89,84,2015
LOS ANGELES UNIFIED,6017701,LOS ANGELES,PUBLIC,KENTER CANYON CHARTER,,,2015
LOS ANGELES UNIFIED,6017719,LOS ANGELES,PUBLIC,KENTWOOD ELEMENTARY,63,42,2015
LOS ANGELES UNIFIED,6017727,LOS ANGELES,PUBLIC,KESTER AVENUE ELEMENTARY,194,179,2015
LOS ANGELES UNIFIED,0109405,LOS ANGELES,PUBLIC,KINGSLEY ELEMENTARY,88,70,2015
LOS ANGELES UNIFIED,0121707,LOS ANGELES,PUBLIC,KIPP COMIENZA COMMUNITY PREP,120,120,2015
LOS ANGELES UNIFIED,0121699,LOS ANGELES,PUBLIC,KIPP EMPOWER ACADEMY,144,141,2015
LOS ANGELES UNIFIED,0127670,LOS ANGELES,PUBLIC,KIPP ILUMINAR ACADEMY,114,114,2015
LOS ANGELES UNIFIED,0117903,LOS ANGELES,PUBLIC,KIPP RAICES ACADEMY,115,115,2015
LOS ANGELES UNIFIED,0129460,LOS ANGELES,PUBLIC,KIPP VIDA PREPARATORY ACADEMY,122,122,2015
LOS ANGELES UNIFIED,6017735,LOS ANGELES,PUBLIC,KITTRIDGE STREET ELEMENTARY,133,131,2015
LOS ANGELES UNIFIED,6017743,LOS ANGELES,PUBLIC,KNOLLWOOD PREPARATORY ACADEMY,75,68,2015
LOS ANGELES UNIFIED,6017750,LOS ANGELES,PUBLIC,LA SALLE AVENUE ELEMENTARY,91,37,2015
LOS ANGELES UNIFIED,6119093,LOS ANGELES,PUBLIC,LAFAYETTE PARK PRIMARY CENTER,112,100,2015
LOS ANGELES UNIFIED,0109199,LOS ANGELES,PUBLIC,LAKE STREET PRIMARY,128,114,2015
LOS ANGELES UNIFIED,6017768,LOS ANGELES,PUBLIC,LANAI ROAD ELEMENTARY,112,108,2015
LOS ANGELES UNIFIED,6017776,LOS ANGELES,PUBLIC,LANGDON AVENUE ELEMENTARY,131,111,2015
LOS ANGELES UNIFIED,6017784,LOS ANGELES,PUBLIC,LANKERSHIM ELEMENTARY,83,76,2015
LOS ANGELES UNIFIED,0108928,LOS ANGELES,PUBLIC,LARCHMONT CHARTER,113,104,2015
LOS ANGELES UNIFIED,0128025,LOS ANGELES,PUBLIC,LASHON ACADEMY,82,80,2015
LOS ANGELES UNIFIED,6017792,LOS ANGELES,PUBLIC,LASSEN ELEMENTARY,97,97,2015
LOS ANGELES UNIFIED,6017800,LOS ANGELES,PUBLIC,LATONA AVENUE ELEMENTARY,38,11,2015
LOS ANGELES UNIFIED,6017818,LOS ANGELES,PUBLIC,LAUREL ELEMENTARY,36,27,2015
LOS ANGELES UNIFIED,6017826,LOS ANGELES,PUBLIC,LEAPWOOD AVENUE ELEMENTARY,54,48,2015
LOS ANGELES UNIFIED,6017834,LOS ANGELES,PUBLIC,LELAND STREET ELEMENTARY,,,2015
LOS ANGELES UNIFIED,6017842,LOS ANGELES,PUBLIC,LEMAY STREET ELEMENTARY,77,75,2015
LOS ANGELES UNIFIED,6019483,LOS ANGELES,PUBLIC,LENICIA B. WEEMES ELEMENTARY,104,54,2015
LOS ANGELES UNIFIED,6110266,LOS ANGELES,PUBLIC,LEO POLITI ELEMENTARY,,,2015
LOS ANGELES UNIFIED,0109264,LOS ANGELES,PUBLIC,LEXINGTON AVENUE PRIMARY CENTER,37,37,2015
LOS ANGELES UNIFIED,6017859,LOS ANGELES,PUBLIC,LIBERTY BOULEVARD ELEMENTARY,108,97,2015
LOS ANGELES UNIFIED,6017867,LOS ANGELES,PUBLIC,LIGGETT STREET ELEMENTARY,166,163,2015
LOS ANGELES UNIFIED,6017875,LOS ANGELES,PUBLIC,LILLIAN STREET ELEMENTARY,89,88,2015
LOS ANGELES UNIFIED,6017883,LOS ANGELES,PUBLIC,LIMERICK AVENUE ELEMENTARY,164,159,2015
LOS ANGELES UNIFIED,6017891,LOS ANGELES,PUBLIC,LOCKHURST DRIVE CHARTER ELEMENTARY,105,101,2015
LOS ANGELES UNIFIED,6017909,LOS ANGELES,PUBLIC,LOCKWOOD AVENUE ELEMENTARY,46,42,2015
LOS ANGELES UNIFIED,6017917,LOS ANGELES,PUBLIC,LOGAN STREET ELEMENTARY,47,47,2015
LOS ANGELES UNIFIED,6017925,LOS ANGELES,PUBLIC,LOMA VISTA ELEMENTARY,148,147,2015
LOS ANGELES UNIFIED,6017933,LOS ANGELES,PUBLIC,LOMITA MATH SCIENCE TECHNOLOGY MAGNET,97,80,2015
LOS ANGELES UNIFIED,6066278,LOS ANGELES,PUBLIC,LOREN MILLER ELEMENTARY,148,141,2015
LOS ANGELES UNIFIED,6017941,LOS ANGELES,PUBLIC,LORENA STREET ELEMENTARY,86,86,2015
LOS ANGELES UNIFIED,6017958,LOS ANGELES,PUBLIC,LORETO STREET ELEMENTARY,77,74,2015
LOS ANGELES UNIFIED,6017966,LOS ANGELES,PUBLIC,LORNE STREET ELEMENTARY,90,82,2015
LOS ANGELES UNIFIED,6111512,LOS ANGELES,PUBLIC,LOS ANGELES ELEMENTARY,113,109,2015
LOS ANGELES UNIFIED,0124818,LOS ANGELES,PUBLIC,LOS ANGELES LEADERSHIP PRIMARY ACADEMY,70,70,2015
LOS ANGELES UNIFIED,0112235,LOS ANGELES,PUBLIC,LOS FELIZ CHARTER SCHOOL FOR THE ARTS,114,72,2015
LOS ANGELES UNIFIED,6017974,LOS ANGELES,PUBLIC,LOS FELIZ SCIENCE TECH ENGINEER MATH MEDICINE MAGNET,46,46,2015
LOS ANGELES UNIFIED,0117945,LOS ANGELES,PUBLIC,LOU DANTZLER PREPARATORY CHARTER ELEMENTARY,,,2015
LOS ANGELES UNIFIED,6018485,LOS ANGELES,PUBLIC,LOVELIA P. FLOURNOY ELEMENTARY,,,2015
LOS ANGELES UNIFIED,6017982,LOS ANGELES,PUBLIC,LOYOLA VILLAGE ELEMENTARY,31,11,2015
LOS ANGELES UNIFIED,0126391,LOS ANGELES,PUBLIC,LUCILLE ROYBAL-ALLARD ELEMENTARY,104,103,2015
LOS ANGELES UNIFIED,6120810,LOS ANGELES,PUBLIC,MACARTHUR PARK ELEMENTARY SCHOOL FOR THE VISUAL AND PERFORMING ARTS,94,73,2015
LOS ANGELES UNIFIED,0109413,LOS ANGELES,PUBLIC,MADISON ELEMENTARY,111,103,2015
LOS ANGELES UNIFIED,6017990,LOS ANGELES,PUBLIC,MAGNOLIA AVENUE ELEMENTARY,195,187,2015
LOS ANGELES UNIFIED,0117655,LOS ANGELES,PUBLIC,MAGNOLIA SCIENCE ACADEMY 7,25,23,2015
LOS ANGELES UNIFIED,6018006,LOS ANGELES,PUBLIC,MAIN STREET ELEMENTARY,163,155,2015
LOS ANGELES UNIFIED,6018014,LOS ANGELES,PUBLIC,MALABAR STREET ELEMENTARY,86,81,2015
LOS ANGELES UNIFIED,6018030,LOS ANGELES,PUBLIC,MANHATTAN PLACE ELEMENTARY,76,20,2015
LOS ANGELES UNIFIED,0106922,LOS ANGELES,PUBLIC,MAPLE PRIMARY CENTER,118,72,2015
LOS ANGELES UNIFIED,6018048,LOS ANGELES,PUBLIC,MAR VISTA ELEMENTARY,129,118,2015
LOS ANGELES UNIFIED,0126417,LOS ANGELES,PUBLIC,MARGUERITE POINDEXTER LAMOTTE ELEMENTARY,80,61,2015
LOS ANGELES UNIFIED,6018055,LOS ANGELES,PUBLIC,MARIANNA AVENUE ELEMENTARY,60,53,2015
LOS ANGELES UNIFIED,0109256,LOS ANGELES,PUBLIC,MARIPOSA-NABI PRIMARY CENTER,79,79,2015
LOS ANGELES UNIFIED,6060529,LOS ANGELES,PUBLIC,MARLTON,25,21,2015
LOS ANGELES UNIFIED,6018063,LOS ANGELES,PUBLIC,MARQUEZ CHARTER,117,34,2015
LOS ANGELES UNIFIED,0109207,LOS ANGELES,PUBLIC,MARTHA ESCUTIA PRIMARY CENTER,264,249,2015
LOS ANGELES UNIFIED,6019061,LOS ANGELES,PUBLIC,MARTIN LUTHER KING JR. ELEMENTARY,82,64,2015
LOS ANGELES UNIFIED,6018071,LOS ANGELES,PUBLIC,MARVIN ELEMENTARY,171,142,2015
LOS ANGELES UNIFIED,0109397,LOS ANGELES,PUBLIC,MAURICE SENDAK ELEMENTARY,100,92,2015
LOS ANGELES UNIFIED,6018089,LOS ANGELES,PUBLIC,MAYALL STREET ELEMENTARY,88,88,2015
LOS ANGELES UNIFIED,6018097,LOS ANGELES,PUBLIC,MAYBERRY STREET ELEMENTARY,65,43,2015
LOS ANGELES UNIFIED,0109363,LOS ANGELES,PUBLIC,MAYWOOD ELEMENTARY,93,79,2015
LOS ANGELES UNIFIED,6018105,LOS ANGELES,PUBLIC,MCKINLEY AVENUE ELEMENTARY,128,128,2015
LOS ANGELES UNIFIED,6018113,LOS ANGELES,PUBLIC,MELROSE AVENUE ELEMENTARY,45,41,2015
LOS ANGELES UNIFIED,6018121,LOS ANGELES,PUBLIC,MELVIN AVENUE ELEMENTARY,60,52,2015
LOS ANGELES UNIFIED,6018139,LOS ANGELES,PUBLIC,MENLO AVENUE ELEMENTARY,,,2015
LOS ANGELES UNIFIED,0127977,LOS ANGELES,PUBLIC,METRO CHARTER,67,63,2015
LOS ANGELES UNIFIED,6018147,LOS ANGELES,PUBLIC,MEYLER STREET ELEMENTARY,165,93,2015
LOS ANGELES UNIFIED,0126441,LOS ANGELES,PUBLIC,MICHELLE OBAMA ELEMENTARY,148,144,2015
LOS ANGELES UNIFIED,6018154,LOS ANGELES,PUBLIC,MICHELTORENA STREET ELEMENTARY,71,67,2015
LOS ANGELES UNIFIED,1931070,LOS ANGELES,PUBLIC,MID-CITY'S PRESCOTT SCHOOL OF ENRICHED SCIENCES,,,2015
LOS ANGELES UNIFIED,0109272,LOS ANGELES,PUBLIC,MIDDLETON PRIMARY CENTER,223,214,2015
LOS ANGELES UNIFIED,6018162,LOS ANGELES,PUBLIC,MIDDLETON STREET ELEMENTARY,,,2015
LOS ANGELES UNIFIED,6018170,LOS ANGELES,PUBLIC,MILES AVENUE ELEMENTARY,197,168,2015
LOS ANGELES UNIFIED,6018188,LOS ANGELES,PUBLIC,MIRAMONTE ELEMENTARY,147,118,2015
LOS ANGELES UNIFIED,6018204,LOS ANGELES,PUBLIC,MONTAGUE CHARTER ACADEMY,181,165,2015
LOS ANGELES UNIFIED,6107403,LOS ANGELES,PUBLIC,MONTARA AVENUE ELEMENTARY,128,37,2015
LOS ANGELES UNIFIED,6018220,LOS ANGELES,PUBLIC,MORNINGSIDE ELEMENTARY,98,98,2015
LOS ANGELES UNIFIED,6018881,LOS ANGELES,PUBLIC,MORRIS K. HAMASAKI ELEMENTARY,55,53,2015
LOS ANGELES UNIFIED,6018238,LOS ANGELES,PUBLIC,MOUNTAIN VIEW ELEMENTARY,61,57,2015
LOS ANGELES UNIFIED,6018246,LOS ANGELES,PUBLIC,MT. WASHINGTON ELEMENTARY,82,76,2015
LOS ANGELES UNIFIED,6119044,LOS ANGELES,PUBLIC,MULTICULTURAL LEARNING CENTER,44,41,2015
LOS ANGELES UNIFIED,6018253,LOS ANGELES,PUBLIC,MULTNOMAH STREET ELEMENTARY,57,54,2015
LOS ANGELES UNIFIED,6018261,LOS ANGELES,PUBLIC,MURCHISON STREET ELEMENTARY,,,2015
LOS ANGELES UNIFIED,0102483,LOS ANGELES,PUBLIC,N.E.W. ACADEMY CANOGA PARK,93,93,2015
LOS ANGELES UNIFIED,0100289,LOS ANGELES,PUBLIC,N.E.W. ACADEMY OF SCIENCE AND ARTS,,,2015
LOS ANGELES UNIFIED,6018279,LOS ANGELES,PUBLIC,NAPA STREET ELEMENTARY,93,89,2015
LOS ANGELES UNIFIED,6018287,LOS ANGELES,PUBLIC,NESTLE AVENUE CHARTER,107,103,2015
LOS ANGELES UNIFIED,6018295,LOS ANGELES,PUBLIC,NEVADA AVENUE ELEMENTARY,73,69,2015
LOS ANGELES UNIFIED,6018303,LOS ANGELES,PUBLIC,NEVIN AVENUE ELEMENTARY,88,88,2015
LOS ANGELES UNIFIED,0111211,LOS ANGELES,PUBLIC,NEW HEIGHTS CHARTER,66,61,2015
LOS ANGELES UNIFIED,0128371,LOS ANGELES,PUBLIC,NEW HORIZONS CHARTER ACADEMY,,,2015
LOS ANGELES UNIFIED,6018311,LOS ANGELES,PUBLIC,NEWCASTLE ELEMENTARY,50,47,2015
LOS ANGELES UNIFIED,6018337,LOS ANGELES,PUBLIC,NINETY-FIFTH STREET ELEMENTARY,197,193,2015
LOS ANGELES UNIFIED,6018345,LOS ANGELES,PUBLIC,NINETY-NINTH STREET ELEMENTARY,96,83,2015
LOS ANGELES UNIFIED,6018352,LOS ANGELES,PUBLIC,NINETY-SECOND STREET ELEMENTARY,99,88,2015
LOS ANGELES UNIFIED,6018378,LOS ANGELES,PUBLIC,NINETY-SIXTH STREET ELEMENTARY,145,105,2015
LOS ANGELES UNIFIED,6018386,LOS ANGELES,PUBLIC,NINETY-THIRD STREET ELEMENTARY,207,196,2015
LOS ANGELES UNIFIED,6104814,LOS ANGELES,PUBLIC,NINTH STREET ELEMENTARY,77,75,2015
LOS ANGELES UNIFIED,6018394,LOS ANGELES,PUBLIC,NOBLE AVENUE ELEMENTARY,181,162,2015
LOS ANGELES UNIFIED,6018402,LOS ANGELES,PUBLIC,NORA STERRY ELEMENTARY,69,48,2015
LOS ANGELES UNIFIED,6018410,LOS ANGELES,PUBLIC,NORMANDIE AVENUE ELEMENTARY,164,122,2015
LOS ANGELES UNIFIED,6018428,LOS ANGELES,PUBLIC,NORMONT ELEMENTARY,57,50,2015
LOS ANGELES UNIFIED,6018436,LOS ANGELES,PUBLIC,NORWOOD STREET ELEMENTARY,106,89,2015
LOS ANGELES UNIFIED,6110274,LOS ANGELES,PUBLIC,NUEVA VISTA ELEMENTARY,188,182,2015
LOS ANGELES UNIFIED,0102335,LOS ANGELES,PUBLIC,OCEAN CHARTER,71,30,2015
LOS ANGELES UNIFIED,0109181,LOS ANGELES,PUBLIC,OLYMPIC PRIMARY CENTER,172,167,2015
LOS ANGELES UNIFIED,6018444,LOS ANGELES,PUBLIC,O'MELVENY ELEMENTARY,102,102,2015
LOS ANGELES UNIFIED,6018469,LOS ANGELES,PUBLIC,ONE HUNDRED EIGHTEENTH STREET,124,122,2015
LOS ANGELES UNIFIED,6018477,LOS ANGELES,PUBLIC,ONE HUNDRED EIGHTY-SIXTH STREET ELEMENTARY,135,70,2015
LOS ANGELES UNIFIED,6018493,LOS ANGELES,PUBLIC,ONE HUNDRED FIFTY-SIXTH STREET ELEMENTARY,42,40,2015
LOS ANGELES UNIFIED,6018501,LOS ANGELES,PUBLIC,ONE HUNDRED FIFTY-THIRD STREET,87,64,2015
LOS ANGELES UNIFIED,6018519,LOS ANGELES,PUBLIC,ONE HUNDRED NINTH STREET ELEMENTARY,95,56,2015
LOS ANGELES UNIFIED,6018535,LOS ANGELES,PUBLIC,ONE HUNDRED SEVENTH STREET ELEMENTARY,175,137,2015
LOS ANGELES UNIFIED,6018543,LOS ANGELES,PUBLIC,ONE HUNDRED SIXTEENTH STREET ELEMENTARY,91,82,2015
LOS ANGELES UNIFIED,6018550,LOS ANGELES,PUBLIC,ONE HUNDRED THIRTY-FIFTH STREET ELEMENTARY,122,107,2015
LOS ANGELES UNIFIED,6018568,LOS ANGELES,PUBLIC,ONE HUNDRED TWELFTH STREET ELEMENTARY,92,91,2015
